filename,page_num,global_page,heading,heading_level,excerpt
"27学霸笔记—中药学.pdf",28,242,"【蜜炙】润肺止咳平","marker","【蜜炙】润肺止咳平\n2.阴虚盗汗\n宣肺平喘\n麻黄*\n温\n利水消肿\n闷之要药”)\n喘，用于表证已解、气"
"27学霸笔记—中药学.pdf",28,242,"宣肺平喘","short","宣肺平喘\n麻黄*\n温\n利水消肿\n闷之要药”)\n喘，用于表证已解、气\n3.肺肾虚喘\n肺膀胱"
"27学霸笔记—中药学.pdf",28,242,"利水消肿","short","利水消肿\n闷之要药”)\n喘，用于表证已解、气\n3.肺肾虚喘\n肺膀胱\n3.风水水肿(宣降肺气利水)\n喘咳嗽;【捣绒】作用\n4.失眠及高血压"
"27学霸笔记—中药学.pdf",28,242,"肺膀胱","short","肺膀胱\n3.风水水肿(宣降肺气利水)\n喘咳嗽;【捣绒】作用\n4.失眠及高血压\n散寒通滞\n4.风寒痹证，阴疽,痰核\n缓和，适用于小儿、老\n患者"
"27学霸笔记—中药学.pdf",28,242,"散寒通滞","short","散寒通滞\n4.风寒痹证，阴疽,痰核\n缓和，适用于小儿、老\n患者\n人及体虚者\n【禁用】运动员\n1.风寒感冒。无论外感风寒，不\n论表实无汗、表虚有汗及阳虚受"
"27学霸笔记—中药学.pdf",28,242,"患者","short","患者\n人及体虚者\n【禁用】运动员\n1.风寒感冒。无论外感风寒，不\n论表实无汗、表虚有汗及阳虚受\n寒者均可。（善于宣阳气于卫\n分,畅营血于肌表,助卫实表,发\n助热易伤阴动血"
"27学霸笔记—中药学.pdf",28,242,"人及体虚者","short","人及体虚者\n【禁用】运动员\n1.风寒感冒。无论外感风寒，不\n论表实无汗、表虚有汗及阳虚受\n寒者均可。（善于宣阳气于卫\n分,畅营血于肌表,助卫实表,发\n助热易伤阴动血\n汗解肌,外散风寒)"
"27学霸笔记—中药学.pdf",28,242,"【禁用】运动员","marker","【禁用】运动员\n1.风寒感冒。无论外感风寒，不\n论表实无汗、表虚有汗及阳虚受\n寒者均可。（善于宣阳气于卫\n分,畅营血于肌表,助卫实表,发\n助热易伤阴动血\n汗解肌,外散风寒)\n发汗解肌"
"27学霸笔记—中药学.pdf",28,242,"助热易伤阴动血","short","助热易伤阴动血\n汗解肌,外散风寒)\n发汗解肌\n【忌用】\n2.寒凝血滞诸痛证：皖腹冷痛；胸\n辛甘\n温通经脉\n煎服，3~10g"
"27学霸笔记—中药学.pdf",28,242,"发汗解肌","short","发汗解肌\n【忌用】\n2.寒凝血滞诸痛证：皖腹冷痛；胸\n辛甘\n温通经脉\n煎服，3~10g\n1.温热病\n阳不振,心脉瘀阻,胸痹心痛;月经"
"27学霸笔记—中药学.pdf",28,242,"【忌用】","marker","【忌用】\n2.寒凝血滞诸痛证：皖腹冷痛；胸\n辛甘\n温通经脉\n煎服，3~10g\n1.温热病\n阳不振,心脉瘀阻,胸痹心痛;月经\n桂枝*"
"27学霸笔记—中药学.pdf",28,242,"辛甘","short","辛甘\n温通经脉\n煎服，3~10g\n1.温热病\n阳不振,心脉瘀阻,胸痹心痛;月经\n桂枝*\n助阳化气\n（调和营卫配伍：桂"
"27学霸笔记—中药学.pdf",28,242,"温通经脉","short","温通经脉\n煎服，3~10g\n1.温热病\n阳不振,心脉瘀阻,胸痹心痛;月经\n桂枝*\n助阳化气\n（调和营卫配伍：桂\n2.阴虚阳盛"
"27学霸笔记—中药学.pdf",28,242,"助阳化气","short","助阳化气\n（调和营卫配伍：桂\n2.阴虚阳盛\n不调，经闭痛经，产后腹痛；风寒湿\n心肺膀胱\n平冲降逆\n枝、白芍)\n3.血热妄行诸证"
"27学霸笔记—中药学.pdf",28,242,"心肺膀胱","short","心肺膀胱\n平冲降逆\n枝、白芍)\n3.血热妄行诸证\n痹,关节痹痛(温通经脉,散寒止痛)\n散寒止痛\n【慎用】孕妇及月经\n3.痰饮，蓄水水肿（既可温扶脾阳"
"27学霸笔记—中药学.pdf",28,242,"平冲降逆","short","平冲降逆\n枝、白芍)\n3.血热妄行诸证\n痹,关节痹痛(温通经脉,散寒止痛)\n散寒止痛\n【慎用】孕妇及月经\n3.痰饮，蓄水水肿（既可温扶脾阳\n过多"
"27学霸笔记—中药学.pdf",28,242,"散寒止痛","short","散寒止痛\n【慎用】孕妇及月经\n3.痰饮，蓄水水肿（既可温扶脾阳\n过多\n以助运水,又可温肾阳、逐寒邪以\n助膀胱气化，而行水湿痰饮之邪)\n4.心悸，奔豚（助心阳，通血脉，\n止悸动)"
"27学霸笔记—中药学.pdf",28,242,"【慎用】孕妇及月经","marker","【慎用】孕妇及月经\n3.痰饮，蓄水水肿（既可温扶脾阳\n过多\n以助运水,又可温肾阳、逐寒邪以\n助膀胱气化，而行水湿痰饮之邪)\n4.心悸，奔豚（助心阳，通血脉，\n止悸动)\n/242"
"27学霸笔记—中药学.pdf",28,242,"过多","short","过多\n以助运水,又可温肾阳、逐寒邪以\n助膀胱气化，而行水湿痰饮之邪)\n4.心悸，奔豚（助心阳，通血脉，\n止悸动)\n/242"
"27学霸笔记—方剂学.pdf",1,304,"第四部分方剂学","short","第四部分方剂学\n更多资料\n扫一扫获取\n第一章绪论\n【考纲】\n方剂和方剂学的概念。历代医家在方剂学方面的主要成就、贡献及代表作。\n第一节方剂和方剂学的概念\n是中医在辨识病证，确立治法的基础上，按照制方规则，通过选择合适药物，酌定适当剂量，规定适宜剂型"
"27学霸笔记—方剂学.pdf",1,304,"更多资料","short","更多资料\n扫一扫获取\n第一章绪论\n【考纲】\n方剂和方剂学的概念。历代医家在方剂学方面的主要成就、贡献及代表作。\n第一节方剂和方剂学的概念\n是中医在辨识病证，确立治法的基础上，按照制方规则，通过选择合适药物，酌定适当剂量，规定适宜剂型\n方剂"
"27学霸笔记—方剂学.pdf",1,304,"扫一扫获取","short","扫一扫获取\n第一章绪论\n【考纲】\n方剂和方剂学的概念。历代医家在方剂学方面的主要成就、贡献及代表作。\n第一节方剂和方剂学的概念\n是中医在辨识病证，确立治法的基础上，按照制方规则，通过选择合适药物，酌定适当剂量，规定适宜剂型\n方剂\n及用法等一系列过程，最后完成的药方"
"27学霸笔记—方剂学.pdf",1,304,"第一章绪论","chapter","第一章绪论\n【考纲】\n方剂和方剂学的概念。历代医家在方剂学方面的主要成就、贡献及代表作。\n第一节方剂和方剂学的概念\n是中医在辨识病证，确立治法的基础上，按照制方规则，通过选择合适药物，酌定适当剂量，规定适宜剂型\n方剂\n及用法等一系列过程，最后完成的药方\n方剂学"
"27学霸笔记—方剂学.pdf",1,304,"【考纲】","marker","【考纲】\n方剂和方剂学的概念。历代医家在方剂学方面的主要成就、贡献及代表作。\n第一节方剂和方剂学的概念\n是中医在辨识病证，确立治法的基础上，按照制方规则，通过选择合适药物，酌定适当剂量，规定适宜剂型\n方剂\n及用法等一系列过程，最后完成的药方\n方剂学\n是研究和阐明方剂的制方原理及其临床运用规律的一门学科，是中医学主要基础学科之一"
"27学霸笔记—方剂学.pdf",1,304,"第一节方剂和方剂学的概念","chapter","第一节方剂和方剂学的概念\n是中医在辨识病证，确立治法的基础上，按照制方规则，通过选择合适药物，酌定适当剂量，规定适宜剂型\n方剂\n及用法等一系列过程，最后完成的药方\n方剂学\n是研究和阐明方剂的制方原理及其临床运用规律的一门学科，是中医学主要基础学科之一\n第二节历代医家在方剂学方面的主要成就、贡献及代表作\n时期"
"27学霸笔记—方剂学.pdf",1,304,"方剂","short","方剂\n及用法等一系列过程，最后完成的药方\n方剂学\n是研究和阐明方剂的制方原理及其临床运用规律的一门学科，是中医学主要基础学科之一\n第二节历代医家在方剂学方面的主要成就、贡献及代表作\n时期\n医家\n代表作"
"27学霸笔记—方剂学.pdf",1,304,"方剂学","short","方剂学\n是研究和阐明方剂的制方原理及其临床运用规律的一门学科，是中医学主要基础学科之一\n第二节历代医家在方剂学方面的主要成就、贡献及代表作\n时期\n医家\n代表作\n成就贡献\n《五十二病方》"
"27学霸笔记—方剂学.pdf",1,304,"第二节历代医家在方剂学方面的主要成就、贡献及代表作","chapter","第二节历代医家在方剂学方面的主要成就、贡献及代表作\n时期\n医家\n代表作\n成就贡献\n《五十二病方》\n我国现存最古老的一部医方,载方283首\n载方13首"
"27学霸笔记—方剂学.pdf",1,304,"时期","short","时期\n医家\n代表作\n成就贡献\n《五十二病方》\n我国现存最古老的一部医方,载方283首\n载方13首\n《黄帝内经》"
"27学霸笔记—方剂学.pdf",1,304,"医家","short","医家\n代表作\n成就贡献\n《五十二病方》\n我国现存最古老的一部医方,载方283首\n载方13首\n《黄帝内经》\n先秦至汉"
"27学霸笔记—方剂学.pdf",1,304,"代表作","short","代表作\n成就贡献\n《五十二病方》\n我国现存最古老的一部医方,载方283首\n载方13首\n《黄帝内经》\n先秦至汉\n最早记载遣药组方和配伍宜忌"
"27学霸笔记—方剂学.pdf",1,304,"成就贡献","short","成就贡献\n《五十二病方》\n我国现存最古老的一部医方,载方283首\n载方13首\n《黄帝内经》\n先秦至汉\n最早记载遣药组方和配伍宜忌\n被誉为“方书之祖”（载方314首),创造性的融理、法、方、"
"27学霸笔记—方剂学.pdf",1,304,"《五十二病方》","short","《五十二病方》\n我国现存最古老的一部医方,载方283首\n载方13首\n《黄帝内经》\n先秦至汉\n最早记载遣药组方和配伍宜忌\n被誉为“方书之祖”（载方314首),创造性的融理、法、方、\n张仲景"
"27学霸笔记—方剂学.pdf",1,304,"载方13首","short","载方13首\n《黄帝内经》\n先秦至汉\n最早记载遣药组方和配伍宜忌\n被誉为“方书之祖”（载方314首),创造性的融理、法、方、\n张仲景\n《伤寒杂病论》\n药于一体，开辨证论治之先河"
"27学霸笔记—方剂学.pdf",1,304,"《黄帝内经》","short","《黄帝内经》\n先秦至汉\n最早记载遣药组方和配伍宜忌\n被誉为“方书之祖”（载方314首),创造性的融理、法、方、\n张仲景\n《伤寒杂病论》\n药于一体，开辨证论治之先河\n载方约1060首，所收方剂以简、便、效、廉为特点"
"27学霸笔记—方剂学.pdf",1,304,"先秦至汉","short","先秦至汉\n最早记载遣药组方和配伍宜忌\n被誉为“方书之祖”（载方314首),创造性的融理、法、方、\n张仲景\n《伤寒杂病论》\n药于一体，开辨证论治之先河\n载方约1060首，所收方剂以简、便、效、廉为特点\n晋代"
"27学霸笔记—方剂学.pdf",1,304,"最早记载遣药组方和配伍宜忌","short","最早记载遣药组方和配伍宜忌\n被誉为“方书之祖”（载方314首),创造性的融理、法、方、\n张仲景\n《伤寒杂病论》\n药于一体，开辨证论治之先河\n载方约1060首，所收方剂以简、便、效、廉为特点\n晋代\n葛洪"
"27学霸笔记—方剂学.pdf",1,304,"张仲景","short","张仲景\n《伤寒杂病论》\n药于一体，开辨证论治之先河\n载方约1060首，所收方剂以简、便、效、廉为特点\n晋代\n葛洪\n《肘后备急方》\n用青蒿治疤疾"
"27学霸笔记—方剂学.pdf",1,304,"《伤寒杂病论》","short","《伤寒杂病论》\n药于一体，开辨证论治之先河\n载方约1060首，所收方剂以简、便、效、廉为特点\n晋代\n葛洪\n《肘后备急方》\n用青蒿治疤疾\n现存最早的外科之专著。载方140首，总结晋以前外科经"
"27学霸笔记—方剂学.pdf",1,304,"晋代","short","晋代\n葛洪\n《肘后备急方》\n用青蒿治疤疾\n现存最早的外科之专著。载方140首，总结晋以前外科经\n南北朝\n龚庆宣整理\n《刘涓子鬼遗方》"
"27学霸笔记—方剂学.pdf",1,304,"葛洪","short","葛洪\n《肘后备急方》\n用青蒿治疤疾\n现存最早的外科之专著。载方140首，总结晋以前外科经\n南北朝\n龚庆宣整理\n《刘涓子鬼遗方》\n验和成就"
"27学霸笔记—方剂学.pdf",1,304,"《肘后备急方》","short","《肘后备急方》\n用青蒿治疤疾\n现存最早的外科之专著。载方140首，总结晋以前外科经\n南北朝\n龚庆宣整理\n《刘涓子鬼遗方》\n验和成就\n共载方7000余首，《备急千金要方》载方5300首，《千金翼"
"27学霸笔记—方剂学.pdf",1,304,"用青蒿治疤疾","short","用青蒿治疤疾\n现存最早的外科之专著。载方140首，总结晋以前外科经\n南北朝\n龚庆宣整理\n《刘涓子鬼遗方》\n验和成就\n共载方7000余首，《备急千金要方》载方5300首，《千金翼\n《备急千金要方》"
"27学霸笔记—方剂学.pdf",1,304,"南北朝","short","南北朝\n龚庆宣整理\n《刘涓子鬼遗方》\n验和成就\n共载方7000余首，《备急千金要方》载方5300首，《千金翼\n《备急千金要方》\n方》2900余首。其“囊括海内，远及异域”，可谓集唐以前\n孙思邈"
"27学霸笔记—方剂学.pdf",1,304,"龚庆宣整理","short","龚庆宣整理\n《刘涓子鬼遗方》\n验和成就\n共载方7000余首，《备急千金要方》载方5300首，《千金翼\n《备急千金要方》\n方》2900余首。其“囊括海内，远及异域”，可谓集唐以前\n孙思邈\n《千金翼方》"
"27学霸笔记—方剂学.pdf",1,304,"《刘涓子鬼遗方》","short","《刘涓子鬼遗方》\n验和成就\n共载方7000余首，《备急千金要方》载方5300首，《千金翼\n《备急千金要方》\n方》2900余首。其“囊括海内，远及异域”，可谓集唐以前\n孙思邈\n《千金翼方》\n方剂之大成。其组方用药既有“务在简易”，也有“奇崛繁"
"27学霸笔记—方剂学.pdf",1,304,"验和成就","short","验和成就\n共载方7000余首，《备急千金要方》载方5300首，《千金翼\n《备急千金要方》\n方》2900余首。其“囊括海内，远及异域”，可谓集唐以前\n孙思邈\n《千金翼方》\n方剂之大成。其组方用药既有“务在简易”，也有“奇崛繁\n杂”。处方寒热温凉气血攻补兼备"
"27学霸笔记—方剂学.pdf",1,304,"《备急千金要方》","short","《备急千金要方》\n方》2900余首。其“囊括海内，远及异域”，可谓集唐以前\n孙思邈\n《千金翼方》\n方剂之大成。其组方用药既有“务在简易”，也有“奇崛繁\n杂”。处方寒热温凉气血攻补兼备\n唐\n收方6000余首，体例严谨，所选医方均注明出处，使一些"
"27学霸笔记—方剂学.pdf",1,304,"孙思邈","short","孙思邈\n《千金翼方》\n方剂之大成。其组方用药既有“务在简易”，也有“奇崛繁\n杂”。处方寒热温凉气血攻补兼备\n唐\n收方6000余首，体例严谨，所选医方均注明出处，使一些\n王焘\n《外台秘要》"
"27学霸笔记—方剂学.pdf",1,304,"《千金翼方》","short","《千金翼方》\n方剂之大成。其组方用药既有“务在简易”，也有“奇崛繁\n杂”。处方寒热温凉气血攻补兼备\n唐\n收方6000余首，体例严谨，所选医方均注明出处，使一些\n王焘\n《外台秘要》\n现已亡佚的医籍得以传世"
"27学霸笔记—方剂学.pdf",1,304,"王焘","short","王焘\n《外台秘要》\n现已亡佚的医籍得以传世\n陈藏器\n《本草拾遗》\n创中药“十剂”分类，为方剂“十剂”之滥觞\n集前人理伤经验之大成，收方50首，特别整理出针对外伤\n蔺道人"
"27学霸笔记—方剂学.pdf",1,304,"《外台秘要》","short","《外台秘要》\n现已亡佚的医籍得以传世\n陈藏器\n《本草拾遗》\n创中药“十剂”分类，为方剂“十剂”之滥觞\n集前人理伤经验之大成，收方50首，特别整理出针对外伤\n蔺道人\n《仙授理伤续断秘方》"
"27学霸笔记—方剂学.pdf",1,304,"现已亡佚的医籍得以传世","short","现已亡佚的医籍得以传世\n陈藏器\n《本草拾遗》\n创中药“十剂”分类，为方剂“十剂”之滥觞\n集前人理伤经验之大成，收方50首，特别整理出针对外伤\n蔺道人\n《仙授理伤续断秘方》\n不同阶段的治方用药经验，为我国最早的骨伤科专著"
"27学霸笔记—方剂学.pdf",1,304,"陈藏器","short","陈藏器\n《本草拾遗》\n创中药“十剂”分类，为方剂“十剂”之滥觞\n集前人理伤经验之大成，收方50首，特别整理出针对外伤\n蔺道人\n《仙授理伤续断秘方》\n不同阶段的治方用药经验，为我国最早的骨伤科专著\n/304"
"27学霸笔记—方剂学.pdf",1,304,"《本草拾遗》","short","《本草拾遗》\n创中药“十剂”分类，为方剂“十剂”之滥觞\n集前人理伤经验之大成，收方50首，特别整理出针对外伤\n蔺道人\n《仙授理伤续断秘方》\n不同阶段的治方用药经验，为我国最早的骨伤科专著\n/304"
"27学霸笔记—方剂学.pdf",1,304,"蔺道人","short","蔺道人\n《仙授理伤续断秘方》\n不同阶段的治方用药经验，为我国最早的骨伤科专著\n/304"
"27学霸笔记—方剂学.pdf",1,304,"《仙授理伤续断秘方》","short","《仙授理伤续断秘方》\n不同阶段的治方用药经验，为我国最早的骨伤科专著\n/304"
"27学霸笔记—方剂学.pdf",2,305,"第四部分方剂学丨第二章方剂与治法","short","第四部分方剂学丨第二章方剂与治法\n时期\n医家\n代表作\n成就贡献\n王怀隐等\n《太平圣惠方》\n历史上第一部由政府组织编写的方书，载方16834首"
"27学霸笔记—方剂学.pdf",2,305,"时期","short","时期\n医家\n代表作\n成就贡献\n王怀隐等\n《太平圣惠方》\n历史上第一部由政府组织编写的方书，载方16834首\n《圣济总录》"
"27学霸笔记—方剂学.pdf",2,305,"医家","short","医家\n代表作\n成就贡献\n王怀隐等\n《太平圣惠方》\n历史上第一部由政府组织编写的方书，载方16834首\n《圣济总录》\n全书200卷，载方20000首，堪称宋代医学全书"
"27学霸笔记—方剂学.pdf",2,305,"代表作","short","代表作\n成就贡献\n王怀隐等\n《太平圣惠方》\n历史上第一部由政府组织编写的方书，载方16834首\n《圣济总录》\n全书200卷，载方20000首，堪称宋代医学全书\n宋"
"27学霸笔记—方剂学.pdf",2,305,"成就贡献","short","成就贡献\n王怀隐等\n《太平圣惠方》\n历史上第一部由政府组织编写的方书，载方16834首\n《圣济总录》\n全书200卷，载方20000首，堪称宋代医学全书\n宋\n我国历史上第一部政府编制的成药药典，初载297首，后"
"27学霸笔记—方剂学.pdf",2,305,"王怀隐等","short","王怀隐等\n《太平圣惠方》\n历史上第一部由政府组织编写的方书，载方16834首\n《圣济总录》\n全书200卷，载方20000首，堪称宋代医学全书\n宋\n我国历史上第一部政府编制的成药药典，初载297首，后\n《太平惠民和剂局方》"
"27学霸笔记—方剂学.pdf",2,305,"《太平圣惠方》","short","《太平圣惠方》\n历史上第一部由政府组织编写的方书，载方16834首\n《圣济总录》\n全书200卷，载方20000首，堪称宋代医学全书\n宋\n我国历史上第一部政府编制的成药药典，初载297首，后\n《太平惠民和剂局方》\n宋太医局"
"27学霸笔记—方剂学.pdf",2,305,"《圣济总录》","short","《圣济总录》\n全书200卷，载方20000首，堪称宋代医学全书\n宋\n我国历史上第一部政府编制的成药药典，初载297首，后\n《太平惠民和剂局方》\n宋太医局\n增补至788首\n《太医局诸科程文》"
"27学霸笔记—方剂学.pdf",2,305,"《太平惠民和剂局方》","short","《太平惠民和剂局方》\n宋太医局\n增补至788首\n《太医局诸科程文》\n书中关于立法组方用药的理论叙述，称为后世“方论”的先声\n开创了方论的先河，标志着对于方剂的认识开始从经验上\n金\n成无己"
"27学霸笔记—方剂学.pdf",2,305,"宋太医局","short","宋太医局\n增补至788首\n《太医局诸科程文》\n书中关于立法组方用药的理论叙述，称为后世“方论”的先声\n开创了方论的先河，标志着对于方剂的认识开始从经验上\n金\n成无己\n《伤寒明理论》"
"27学霸笔记—方剂学.pdf",2,305,"增补至788首","short","增补至788首\n《太医局诸科程文》\n书中关于立法组方用药的理论叙述，称为后世“方论”的先声\n开创了方论的先河，标志着对于方剂的认识开始从经验上\n金\n成无己\n《伤寒明理论》\n升为理论；首次对“七方”和“十剂”进行阐发"
"27学霸笔记—方剂学.pdf",2,305,"《太医局诸科程文》","short","《太医局诸科程文》\n书中关于立法组方用药的理论叙述，称为后世“方论”的先声\n开创了方论的先河，标志着对于方剂的认识开始从经验上\n金\n成无己\n《伤寒明理论》\n升为理论；首次对“七方”和“十剂”进行阐发\n朱"
"27学霸笔记—方剂学.pdf",2,305,"成无己","short","成无己\n《伤寒明理论》\n升为理论；首次对“七方”和“十剂”进行阐发\n朱\n《普济方》\n古代载方量最多的一部方书(61739首)\n李时珍\n《本草纲目》"
"27学霸笔记—方剂学.pdf",2,305,"《伤寒明理论》","short","《伤寒明理论》\n升为理论；首次对“七方”和“十剂”进行阐发\n朱\n《普济方》\n古代载方量最多的一部方书(61739首)\n李时珍\n《本草纲目》\n附方11096首"
"27学霸笔记—方剂学.pdf",2,305,"《普济方》","short","《普济方》\n古代载方量最多的一部方书(61739首)\n李时珍\n《本草纲目》\n附方11096首\n明\n将所收古方和自制方按“补、和、攻、散、寒、热、固、因""八阵\n张介宾"
"27学霸笔记—方剂学.pdf",2,305,"李时珍","short","李时珍\n《本草纲目》\n附方11096首\n明\n将所收古方和自制方按“补、和、攻、散、寒、热、固、因""八阵\n张介宾\n《景岳全书》\n排列，这是按功效和治法分类方剂之探索"
"27学霸笔记—方剂学.pdf",2,305,"《本草纲目》","short","《本草纲目》\n附方11096首\n明\n将所收古方和自制方按“补、和、攻、散、寒、热、固、因""八阵\n张介宾\n《景岳全书》\n排列，这是按功效和治法分类方剂之探索\n吴昆"
"27学霸笔记—方剂学.pdf",2,305,"附方11096首","short","附方11096首\n明\n将所收古方和自制方按“补、和、攻、散、寒、热、固、因""八阵\n张介宾\n《景岳全书》\n排列，这是按功效和治法分类方剂之探索\n吴昆\n《医方考》"
"27学霸笔记—方剂学.pdf",2,305,"张介宾","short","张介宾\n《景岳全书》\n排列，这是按功效和治法分类方剂之探索\n吴昆\n《医方考》\n我国医史上第一部方论之专著。载方700余首\n清\n汪昂"
"27学霸笔记—方剂学.pdf",2,305,"《景岳全书》","short","《景岳全书》\n排列，这是按功效和治法分类方剂之探索\n吴昆\n《医方考》\n我国医史上第一部方论之专著。载方700余首\n清\n汪昂\n《医方集解》"
